simulation_number,shower_length,total_water,water_type,heat_type,total_heat,total_CO2eq
687,9.609338613060455,109.21229543862002,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",15.726570543161282,0.5249869731851539
688,11.562701969581592,131.41270949223795,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",18.923430166882262,1.4400687288321643
689,4.970763385960693,56.493844303205115,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",8.135113579661535,0.6099826429802995
690,18.49625052937693,210.21404892273793,"tap water production, underground water without treatment","Heat, central or small-scale, other than natural gas {CH}",30.27082304487426,0.08753429517486798
691,12.27402921579859,139.49710369412455,"tap water production, conventional treatment","Heat, borehole heat pump {CH}",20.087582931953932,0.6193281767293354
692,13.516382516961398,153.61672849133262,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",22.120808902751897,2.3525769355403954
693,12.663732551877171,143.92616979190822,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",20.725368450034782,1.5657782260889317
694,18.10420307376376,205.75834137901674,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",29.629201158578407,2.2528346765370415
695,11.027904978640606,125.33462136087068,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",18.048185475965376,0.7278262054686901
696,10.176551687864505,115.65879965670987,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",16.654867150566222,1.7537323753250267
697,9.957546162366913,113.16975258318651,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",16.296444371978858,1.725237910985793
698,10.375727455122892,117.92247706614907,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, other than natural gas {CH}",16.980836697525465,2.4523437516150177
699,8.058571584501935,91.58747923647101,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",13.188597010051824,1.5048357183169272
700,7.0602764362761805,80.24163026047695,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",11.554794757508681,0.3857240654516394
701,9.164256229529837,104.15383400625825,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",14.998152096901187,1.1330934859620563
702,8.021621838115506,91.1675370550963,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",13.128125335933866,0.9990473501761747
703,9.01472026377046,102.45432410981063,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",14.753422671812729,1.1227321075279117
704,13.201735203667248,150.0406909800991,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",21.60585950113427,1.6200387558585536
705,10.90326734972985,123.91808666483344,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",17.844204479736014,1.3481095355968127
706,7.685902049272652,87.35200611794478,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",12.578688880984048,1.3316543432801586
707,8.26990071278837,93.98928232850021,"tap water production, conventional treatment","Heat, borehole heat pump {CH}",13.534456655304028,0.4172861608958303
708,12.552491609891556,142.66189145702975,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",20.543312369812284,2.174836455648261
709,8.094439659750359,91.99512798198627,"tap water production, conventional treatment","Heat, central or small-scale, natural gas {CH}",13.247298429406023,1.0008184648331904
710,7.989764234587436,90.805468223039,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",13.075987424117615,0.9591370590995874
711,11.900105146282192,135.24737251115502,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, central or small-scale, natural gas {CH}",19.47562164160632,2.222193237110683
712,10.997603935048039,124.99024318270635,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",17.998595018309715,1.3495608207178085
713,11.06464767896114,125.75221041712113,"tap water production, underground water with disinfection","Heat, central or small-scale, other than natural gas {CH}",18.10831830006544,1.9067785878097356
714,9.0700693613096,103.0833790568899,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",14.844006584192144,1.12962552264359
715,14.372688423917072,163.3488377927129,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",23.52223264215066,0.7852230518706201
716,6.4556895467749875,73.37036422924577,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",10.56533244901139,0.8033273385564637
717,14.523838495175754,165.06669236133388,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",23.769603700032075,1.7822794415297039
718,11.228732855218773,127.61707536445378,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Electricity, low voltage, Zurich, Switzerland",18.376858852481345,1.3479614031096083
719,9.16787524867392,104.19496497311005,"tap water production, seawater reverse osmosis, conventional pretreatment, baseline module, single stage","Heat, district or industrial, other than natural gas {CH}",15.004074956127846,0.6050668615096452
720,5.295999974922851,60.19023131499256,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",8.667393309358928,0.9217886054934585
721,6.678914895737385,75.90737054590693,"tap water production, conventional with biological treatment","Heat, central or small-scale, other than natural gas {CH}",10.930661358610596,1.1624901202989408
722,10.819381012244424,122.96469956488563,"tap water production, underground water without treatment","Electricity, low voltage, Zurich, Switzerland",17.70691673734353,0.5910952166505147
723,12.956564918186407,147.2542755222951,"tap water production, underground water with chemical treatment","Heat, central or small-scale, natural gas {CH}",21.204615675210494,1.613666426830794
724,13.084304029849923,148.70605926765109,"tap water production, underground water with disinfection","Heat, central or small-scale, natural gas {CH}",21.413672534541753,1.6056282977032357
725,7.449865505900426,84.66939769429717,"tap water production, conventional with biological treatment","Heat, central or small-scale, natural gas {CH}",12.192393267978792,0.9270397199394922
726,13.292200961656995,151.06885467444812,"tap water production, conventional treatment","Heat, central or small-scale, other than natural gas {CH}",21.753915073120528,2.302998012317672
